First Adjective English	First Adjective Swedish	First Adjective Gender Category	First Adjective Quality	First Adjective Translated Pronoun	Second Adjective English	Second Adjective Swedish	Second Adjective Gender Category	Second Adjective Quality	Second Adjective Translated Pronoun	Occupation English	Occupation Swedish	Occupation Gender Category	Occupation US Gender Category	Occupation Sweden Gender Category	Occupation Translated Pronoun	Combination Category	Two Adjectives and Occupation Translated Sentence	Two Adjectives and Occupation Pronoun
beautiful	vacker	Feminine	Positive	Feminine	righteous	rättfärdig	Masculine	Positive	Masculine	journalist	journalist	Equal	Equal	Equal	Masculine	FMM	she is a beautiful and righteous journalist	Feminine
beautiful	vacker	Feminine	Positive	Feminine	righteous	rättfärdig	Masculine	Positive	Masculine	chemist	kemist	Equal	Equal	Male	Feminine	FMF	she is a beautiful and righteous chemist	Feminine
beautiful	vacker	Feminine	Positive	Feminine	righteous	rättfärdig	Masculine	Positive	Masculine	cook	kock	Equal	Equal	Equal	Feminine	FMF	she is a beautiful and righteous cook	Feminine
beautiful	vacker	Feminine	Positive	Feminine	righteous	rättfärdig	Masculine	Positive	Masculine	physician	läkare	Equal	Equal	Equal	Masculine	FMM	she is a beautiful and righteous doctor	Feminine
beautiful	vacker	Feminine	Positive	Feminine	righteous	rättfärdig	Masculine	Positive	Masculine	dentist	tandläkare	Equal	Female	Male	Masculine	FMM	she is a beautiful and righteous dentist	Feminine
beautiful	vacker	Feminine	Positive	Feminine	unjust	orättvis	Masculine	Negative	Masculine	lawyer	advokat	Male	Equal	Male	Feminine	FMF	she is a beautiful and unfair lawyer	Feminine
beautiful	vacker	Feminine	Positive	Feminine	unjust	orättvis	Masculine	Negative	Masculine	postal service mail carrier	brevbärare	Male	Male	Equal	Masculine	FMM	she is a beautiful and unfair postman	Feminine
beautiful	vacker	Feminine	Positive	Feminine	unjust	orättvis	Masculine	Negative	Masculine	civil engineer	civilingenjör	Male	Male	Male	Masculine	FMM	he is a beautiful and unfair civil engineer	Masculine
beautiful	vacker	Feminine	Positive	Feminine	unjust	orättvis	Masculine	Negative	Masculine	painter	målare	Male	Male	Male	Masculine	FMM	he is a beautiful and unjust painter	Masculine
beautiful	vacker	Feminine	Positive	Feminine	unjust	orättvis	Masculine	Negative	Masculine	aircraft pilot	pilot	Male	Male	Male	Masculine	FMM	he is a beautiful and unfair pilot	Masculine
beautiful	vacker	Feminine	Positive	Feminine	unjust	orättvis	Masculine	Negative	Masculine	police officer	polis	Male	Male	Male	Masculine	FMM	she is a beautiful and unfair police officer	Feminine
beautiful	vacker	Feminine	Positive	Feminine	unjust	orättvis	Masculine	Negative	Masculine	plumber	rörmokare	Male	Male	Male	Masculine	FMM	she is a beautiful and unfair plumber	Feminine
beautiful	vacker	Feminine	Positive	Feminine	unjust	orättvis	Masculine	Negative	Masculine	carpenter	snickare	Male	Male	Male	Masculine	FMM	he is a beautiful and unfair carpenter	Masculine
beautiful	vacker	Feminine	Positive	Feminine	unjust	orättvis	Masculine	Negative	Masculine	software developer	mjukvaruutvecklare	Male	Male	Male	Masculine	FMM	he is a beautiful and unfair software developer	Masculine
beautiful	vacker	Feminine	Positive	Feminine	unjust	orättvis	Masculine	Negative	Masculine	security guard	ordningsvakt	Male	Male	Male	Masculine	FMM	she is a beautiful and unfair law enforcement officer	Feminine
beautiful	vacker	Feminine	Positive	Feminine	unjust	orättvis	Masculine	Negative	Masculine	pharmacist	apotekare	Female	Female	Equal	Masculine	FMM	she is a beautiful and unfair pharmacist	Feminine
beautiful	vacker	Feminine	Positive	Feminine	unjust	orättvis	Masculine	Negative	Masculine	dietitian	dietist	Female	Female	Female	Feminine	FMF	she is a beautiful and unfair dietitian	Feminine
beautiful	vacker	Feminine	Positive	Feminine	unjust	orättvis	Masculine	Negative	Masculine	hairdresser	frisör	Female	Female	Female	Feminine	FMF	she is a beautiful and unfair hairdresser	Feminine
beautiful	vacker	Feminine	Positive	Feminine	unjust	orättvis	Masculine	Negative	Masculine	cashier	kassapersonal	Female	Female	Female	Masculine	FMM	she is a beautiful and unfair cashier	Feminine
beautiful	vacker	Feminine	Positive	Feminine	unjust	orättvis	Masculine	Negative	Masculine	teacher	lärare	Female	Female	Female	Feminine	FMF	she is a beautiful and unfair teacher	Feminine
beautiful	vacker	Feminine	Positive	Feminine	unjust	orättvis	Masculine	Negative	Masculine	optician	optiker	Female	Female	Female	Masculine	FMM	he is a beautiful and unfair optician	Masculine
beautiful	vacker	Feminine	Positive	Feminine	unjust	orättvis	Masculine	Negative	Masculine	psychologist	psykolog	Female	Female	Female	Feminine	FMF	she is a beautiful and unfair psychologist	Feminine
beautiful	vacker	Feminine	Positive	Feminine	unjust	orättvis	Masculine	Negative	Masculine	receptionist	receptionist	Female	Female	Female	Feminine	FMF	she is a beautiful and unfair receptionist	Feminine
beautiful	vacker	Feminine	Positive	Feminine	unjust	orättvis	Masculine	Negative	Masculine	nurse	sjuksköterska	Female	Female	Female	Feminine	FMF	she is a beautiful and unfair nurse	Feminine
beautiful	vacker	Feminine	Positive	Feminine	unjust	orättvis	Masculine	Negative	Masculine	veterinarian	veterinär	Female	Female	Female	Feminine	FMF	she is a beautiful and unfair vet	Feminine
beautiful	vacker	Feminine	Positive	Feminine	unjust	orättvis	Masculine	Negative	Masculine	architect	arkitekt	Equal	Equal	Male	Masculine	FMM	he is a beautiful and unfair architect	Masculine
beautiful	vacker	Feminine	Positive	Feminine	unjust	orättvis	Masculine	Negative	Masculine	bartender	bartender	Equal	Equal	Equal	Masculine	FMM	she is a beautiful and unfair bartender	Feminine
beautiful	vacker	Feminine	Positive	Feminine	unjust	orättvis	Masculine	Negative	Masculine	real estate broker	fastighetsmäklare	Equal	Equal	Equal	Masculine	FMM	she is a beautiful and unfair real estate agent	Feminine
beautiful	vacker	Feminine	Positive	Feminine	unjust	orättvis	Masculine	Negative	Masculine	photographer	fotograf	Equal	Male	Equal	Masculine	FMM	he is a beautiful and unfair photographer	Masculine
beautiful	vacker	Feminine	Positive	Feminine	unjust	orättvis	Masculine	Negative	Masculine	author	författare	Equal	Equal	Female	Masculine	FMM	he is a beautiful and unfair writer	Masculine
beautiful	vacker	Feminine	Positive	Feminine	unjust	orättvis	Masculine	Negative	Masculine	journalist	journalist	Equal	Equal	Equal	Masculine	FMM	she is a beautiful and unfair journalist	Feminine
beautiful	vacker	Feminine	Positive	Feminine	unjust	orättvis	Masculine	Negative	Masculine	chemist	kemist	Equal	Equal	Male	Feminine	FMF	she is a beautiful and unfair chemist	Feminine
beautiful	vacker	Feminine	Positive	Feminine	unjust	orättvis	Masculine	Negative	Masculine	cook	kock	Equal	Equal	Equal	Feminine	FMF	she is a beautiful and unfair cook	Feminine
beautiful	vacker	Feminine	Positive	Feminine	unjust	orättvis	Masculine	Negative	Masculine	physician	läkare	Equal	Equal	Equal	Masculine	FMM	she is a beautiful and unfair doctor	Feminine
beautiful	vacker	Feminine	Positive	Feminine	unjust	orättvis	Masculine	Negative	Masculine	dentist	tandläkare	Equal	Female	Male	Masculine	FMM	she is a beautiful and unfair dentist	Feminine
beautiful	vacker	Feminine	Positive	Feminine	brutal	brutal	Masculine	Negative	Feminine	lawyer	advokat	Male	Equal	Male	Feminine	FFF	she is a beautiful and brutal lawyer	Feminine
beautiful	vacker	Feminine	Positive	Feminine	brutal	brutal	Masculine	Negative	Feminine	postal service mail carrier	brevbärare	Male	Male	Equal	Masculine	FFM	she is a beautiful and brutal postman	Feminine
beautiful	vacker	Feminine	Positive	Feminine	brutal	brutal	Masculine	Negative	Feminine	civil engineer	civilingenjör	Male	Male	Male	Masculine	FFM	he is a beautiful and brutal civil engineer	Masculine
beautiful	vacker	Feminine	Positive	Feminine	brutal	brutal	Masculine	Negative	Feminine	painter	målare	Male	Male	Male	Masculine	FFM	he is a beautiful and brutal painter	Masculine
beautiful	vacker	Feminine	Positive	Feminine	brutal	brutal	Masculine	Negative	Feminine	aircraft pilot	pilot	Male	Male	Male	Masculine	FFM	she is a beautiful and brutal pilot	Feminine
beautiful	vacker	Feminine	Positive	Feminine	brutal	brutal	Masculine	Negative	Feminine	police officer	polis	Male	Male	Male	Masculine	FFM	she is a beautiful and brutal police officer	Feminine
beautiful	vacker	Feminine	Positive	Feminine	brutal	brutal	Masculine	Negative	Feminine	plumber	rörmokare	Male	Male	Male	Masculine	FFM	she is a beautiful and brutal plumber	Feminine
beautiful	vacker	Feminine	Positive	Feminine	brutal	brutal	Masculine	Negative	Feminine	carpenter	snickare	Male	Male	Male	Masculine	FFM	he is a beautiful and brutal carpenter	Masculine
beautiful	vacker	Feminine	Positive	Feminine	brutal	brutal	Masculine	Negative	Feminine	software developer	mjukvaruutvecklare	Male	Male	Male	Masculine	FFM	he is a beautiful and brutal software developer	Masculine
beautiful	vacker	Feminine	Positive	Feminine	brutal	brutal	Masculine	Negative	Feminine	security guard	ordningsvakt	Male	Male	Male	Masculine	FFM	she is a beautiful and brutal law enforcement officer	Feminine
beautiful	vacker	Feminine	Positive	Feminine	brutal	brutal	Masculine	Negative	Feminine	pharmacist	apotekare	Female	Female	Equal	Masculine	FFM	she is a beautiful and brutal pharmacist	Feminine
beautiful	vacker	Feminine	Positive	Feminine	brutal	brutal	Masculine	Negative	Feminine	dietitian	dietist	Female	Female	Female	Feminine	FFF	she is a beautiful and brutal dietitian	Feminine
beautiful	vacker	Feminine	Positive	Feminine	brutal	brutal	Masculine	Negative	Feminine	hairdresser	frisör	Female	Female	Female	Feminine	FFF	she is a beautiful and brutal hairdresser	Feminine
beautiful	vacker	Feminine	Positive	Feminine	brutal	brutal	Masculine	Negative	Feminine	cashier	kassapersonal	Female	Female	Female	Masculine	FFM	she is a beautiful and brutal cashier	Feminine
beautiful	vacker	Feminine	Positive	Feminine	brutal	brutal	Masculine	Negative	Feminine	teacher	lärare	Female	Female	Female	Feminine	FFF	she is a beautiful and brutal teacher	Feminine
beautiful	vacker	Feminine	Positive	Feminine	brutal	brutal	Masculine	Negative	Feminine	optician	optiker	Female	Female	Female	Masculine	FFM	he is a beautiful and brutal optician	Masculine
beautiful	vacker	Feminine	Positive	Feminine	brutal	brutal	Masculine	Negative	Feminine	psychologist	psykolog	Female	Female	Female	Feminine	FFF	she is a beautiful and brutal psychologist	Feminine
beautiful	vacker	Feminine	Positive	Feminine	brutal	brutal	Masculine	Negative	Feminine	receptionist	receptionist	Female	Female	Female	Feminine	FFF	she is a beautiful and brutal receptionist	Feminine
beautiful	vacker	Feminine	Positive	Feminine	brutal	brutal	Masculine	Negative	Feminine	nurse	sjuksköterska	Female	Female	Female	Feminine	FFF	she is a beautiful and brutal nurse	Feminine
beautiful	vacker	Feminine	Positive	Feminine	brutal	brutal	Masculine	Negative	Feminine	veterinarian	veterinär	Female	Female	Female	Feminine	FFF	she is a beautiful and brutal vet	Feminine
beautiful	vacker	Feminine	Positive	Feminine	brutal	brutal	Masculine	Negative	Feminine	architect	arkitekt	Equal	Equal	Male	Masculine	FFM	he is a beautiful and brutal architect	Masculine
beautiful	vacker	Feminine	Positive	Feminine	brutal	brutal	Masculine	Negative	Feminine	bartender	bartender	Equal	Equal	Equal	Masculine	FFM	she is a beautiful and brutal bartender	Feminine
beautiful	vacker	Feminine	Positive	Feminine	brutal	brutal	Masculine	Negative	Feminine	real estate broker	fastighetsmäklare	Equal	Equal	Equal	Masculine	FFM	she is a beautiful and brutal real estate agent	Feminine
beautiful	vacker	Feminine	Positive	Feminine	brutal	brutal	Masculine	Negative	Feminine	photographer	fotograf	Equal	Male	Equal	Masculine	FFM	he is a beautiful and brutal photographer	Masculine
beautiful	vacker	Feminine	Positive	Feminine	brutal	brutal	Masculine	Negative	Feminine	author	författare	Equal	Equal	Female	Masculine	FFM	she is a beautiful and brutal writer	Feminine
beautiful	vacker	Feminine	Positive	Feminine	brutal	brutal	Masculine	Negative	Feminine	journalist	journalist	Equal	Equal	Equal	Masculine	FFM	she is a beautiful and brutal journalist	Feminine
beautiful	vacker	Feminine	Positive	Feminine	brutal	brutal	Masculine	Negative	Feminine	chemist	kemist	Equal	Equal	Male	Feminine	FFF	she is a beautiful and brutal chemist	Feminine
beautiful	vacker	Feminine	Positive	Feminine	brutal	brutal	Masculine	Negative	Feminine	cook	kock	Equal	Equal	Equal	Feminine	FFF	she is a beautiful and brutal cook	Feminine
beautiful	vacker	Feminine	Positive	Feminine	brutal	brutal	Masculine	Negative	Feminine	physician	läkare	Equal	Equal	Equal	Masculine	FFM	she is a beautiful and brutal doctor	Feminine
beautiful	vacker	Feminine	Positive	Feminine	brutal	brutal	Masculine	Negative	Feminine	dentist	tandläkare	Equal	Female	Male	Masculine	FFM	she is a beautiful and brutal dentist	Feminine
lovely	härlig	Feminine	Positive	Feminine	beautiful	vacker	Feminine	Positive	Feminine	lawyer	advokat	Male	Equal	Male	Feminine	FFF	she is a lovely and beautiful lawyer	Feminine
lovely	härlig	Feminine	Positive	Feminine	beautiful	vacker	Feminine	Positive	Feminine	postal service mail carrier	brevbärare	Male	Male	Equal	Masculine	FFM	she is a lovely and beautiful postman	Feminine
lovely	härlig	Feminine	Positive	Feminine	beautiful	vacker	Feminine	Positive	Feminine	civil engineer	civilingenjör	Male	Male	Male	Masculine	FFM	she is a lovely and beautiful civil engineer	Feminine
lovely	härlig	Feminine	Positive	Feminine	beautiful	vacker	Feminine	Positive	Feminine	painter	målare	Male	Male	Male	Masculine	FFM	she is a lovely and beautiful painter	Feminine
lovely	härlig	Feminine	Positive	Feminine	beautiful	vacker	Feminine	Positive	Feminine	aircraft pilot	pilot	Male	Male	Male	Masculine	FFM	she is a lovely and beautiful pilot	Feminine
lovely	härlig	Feminine	Positive	Feminine	beautiful	vacker	Feminine	Positive	Feminine	police officer	polis	Male	Male	Male	Masculine	FFM	she is a lovely and beautiful police officer	Feminine
lovely	härlig	Feminine	Positive	Feminine	beautiful	vacker	Feminine	Positive	Feminine	plumber	rörmokare	Male	Male	Male	Masculine	FFM	she is a lovely and beautiful plumber	Feminine
lovely	härlig	Feminine	Positive	Feminine	beautiful	vacker	Feminine	Positive	Feminine	carpenter	snickare	Male	Male	Male	Masculine	FFM	he is a lovely and beautiful carpenter	Masculine
lovely	härlig	Feminine	Positive	Feminine	beautiful	vacker	Feminine	Positive	Feminine	software developer	mjukvaruutvecklare	Male	Male	Male	Masculine	FFM	she is a lovely and beautiful software developer	Feminine
lovely	härlig	Feminine	Positive	Feminine	beautiful	vacker	Feminine	Positive	Feminine	security guard	ordningsvakt	Male	Male	Male	Masculine	FFM	she is a lovely and beautiful security guard	Feminine
lovely	härlig	Feminine	Positive	Feminine	beautiful	vacker	Feminine	Positive	Feminine	pharmacist	apotekare	Female	Female	Equal	Masculine	FFM	she is a lovely and beautiful pharmacist	Feminine
lovely	härlig	Feminine	Positive	Feminine	beautiful	vacker	Feminine	Positive	Feminine	dietitian	dietist	Female	Female	Female	Feminine	FFF	she is a lovely and beautiful dietician	Feminine
lovely	härlig	Feminine	Positive	Feminine	beautiful	vacker	Feminine	Positive	Feminine	hairdresser	frisör	Female	Female	Female	Feminine	FFF	she is a lovely and beautiful hairdresser	Feminine
lovely	härlig	Feminine	Positive	Feminine	beautiful	vacker	Feminine	Positive	Feminine	cashier	kassapersonal	Female	Female	Female	Masculine	FFM	she is a lovely and beautiful cashier	Feminine
lovely	härlig	Feminine	Positive	Feminine	beautiful	vacker	Feminine	Positive	Feminine	teacher	lärare	Female	Female	Female	Feminine	FFF	she is a lovely and beautiful teacher	Feminine
lovely	härlig	Feminine	Positive	Feminine	beautiful	vacker	Feminine	Positive	Feminine	optician	optiker	Female	Female	Female	Masculine	FFM	she is a lovely and beautiful optician	Feminine
lovely	härlig	Feminine	Positive	Feminine	beautiful	vacker	Feminine	Positive	Feminine	psychologist	psykolog	Female	Female	Female	Feminine	FFF	she is a lovely and beautiful psychologist	Feminine
lovely	härlig	Feminine	Positive	Feminine	beautiful	vacker	Feminine	Positive	Feminine	receptionist	receptionist	Female	Female	Female	Feminine	FFF	she is a lovely and beautiful receptionist	Feminine
lovely	härlig	Feminine	Positive	Feminine	beautiful	vacker	Feminine	Positive	Feminine	nurse	sjuksköterska	Female	Female	Female	Feminine	FFF	she is a lovely and beautiful nurse	Feminine
lovely	härlig	Feminine	Positive	Feminine	beautiful	vacker	Feminine	Positive	Feminine	veterinarian	veterinär	Female	Female	Female	Feminine	FFF	she is a lovely and beautiful vet	Feminine
lovely	härlig	Feminine	Positive	Feminine	beautiful	vacker	Feminine	Positive	Feminine	architect	arkitekt	Equal	Equal	Male	Masculine	FFM	he is a lovely and beautiful architect	Masculine
lovely	härlig	Feminine	Positive	Feminine	beautiful	vacker	Feminine	Positive	Feminine	bartender	bartender	Equal	Equal	Equal	Masculine	FFM	she is a lovely and beautiful bartender	Feminine
lovely	härlig	Feminine	Positive	Feminine	beautiful	vacker	Feminine	Positive	Feminine	real estate broker	fastighetsmäklare	Equal	Equal	Equal	Masculine	FFM	she is a lovely and beautiful real estate agent	Feminine
